"","Sample.Number","Date.Submitted","Analysis..Lead.","Lead..ppb.","Analysis..Copper.","Copper..ppb.","Street..","Street.Name","City","Zip.Code","lead.ppb","copper.ppb","addresses","lon","lat","address"
"243","LG01570","1/21/2016","Lead","22","Copper","140","2801","YALE ST","FLINT","48503",22,140,"2801 YALE ST, Flint MI, 48503",-83.722708,42.997471,"2801 yale st, flint, mi 48503, usa"
"244","LG01819","1/21/2016","Lead","22","Copper","840","3756","MARYLAND AVE","FLINT","48506",22,840,"3756 MARYLAND AVE, Flint MI, 48506",-83.6381095,43.0407538,"3756 maryland ave, flint, mi 48506, usa"
"245","LG01889","1/21/2016","Lead","22","Copper","250","721","MARTIN LUTHER KING","FLINT","48503",22,250,"721 MARTIN LUTHER KING, Flint MI, 48503",-83.696724,43.022424,"721 martin luther king ave, flint, mi 48503, usa"
"246","LG02380","1/22/2016","Lead","22","Copper","0","1413","PETTIBONE AVE","FLINT","48507",22,0,"1413 PETTIBONE AVE, Flint MI, 48507",-83.699338,42.989533,"1413 pettibone ave, flint, mi 48507, usa"
"247","LG02743","1/23/2016","Lead","22","Copper","80","613","WEST HOLBROOK AVE","FLINT","48505",22,80,"613 WEST HOLBROOK AVE, Flint MI, 48505",-83.7123338,43.07218,"613 w holbrook ave, flint, mi 48505, usa"
"248","LG03630","1/25/2016","Lead","22","Copper","0","1721","NEBRASKA AVE","FLINT","48506",22,0,"1721 NEBRASKA AVE, Flint MI, 48506",-83.666718,43.027403,"1721 nebraska ave, flint, mi 48506, usa"
"249","LG06440","1/30/2016","Lead","22","Copper","70","1809","BROADWAY BLVD","FLINT","48506",22,70,"1809 BROADWAY BLVD, Flint MI, 48506",-83.666072,43.034518,"1809 broadway blvd, flint, mi 48506, usa"
"250","LF87399","10/13/2015","Lead","21","Copper","80","4301","OGEMA AVE","FLINT","48507",21,80,"4301 OGEMA AVE, Flint MI, 48507",-83.660668,42.984896,"4301 ogema ave, flint, mi 48507, usa"
"251","LF89523","10/30/2015","Lead","21","Copper","60","2801","YALE ST","FLINT","48503",21,60,"2801 YALE ST, Flint MI, 48503",-83.722708,42.997471,"2801 yale st, flint, mi 48503, usa"
"252","LG02137","1/21/2016","Lead","21","Copper","200","3115","RASKOB ST","FLINT","",21,200,"3115 RASKOB ST, Flint MI, ",-83.735635,43.027387,"3115 raskob st, flint, mi 48504, usa"
"253","LG02547","1/22/2016","Lead","21","Copper","90","1108","BLOOR","FLINT","48507",21,90,"1108 BLOOR, Flint MI, 48507",-83.695092,42.995542,"1108 bloor ave, flint, mi 48507, usa"
"254","LG02643","1/22/2016","Lead","21","Copper","590","1916","DAVISON RD","FLINT","48506",21,590,"1916 DAVISON RD, Flint MI, 48506",-83.664704,43.0321746,"1916 davison rd, flint, mi 48506, usa"
"255","LG02972","1/23/2016","Lead","21","Copper","570","3303","MENOMINEE ST","BURTON","48529",21,570,"3303 MENOMINEE ST, Flint MI, 48529",-83.6540179,42.9807119,"3303 menominee ave, burton, mi 48529, usa"
"256","LG03752","1/25/2016","Lead","21","Copper","300","771","E PIERSON RD","FLINT","48505",21,300,"771 E PIERSON RD, Flint MI, 48505",-83.691001,43.061323,"771 e pierson rd, flint, mi 48505, usa"
"257","LG04130","1/26/2016","Lead","21","Copper","160","2402","WINDEMERE AVE","FLINT","48503",21,160,"2402 WINDEMERE AVE, Flint MI, 48503",-83.658859,43.019606,"2402 windemere ave, flint, mi 48503, usa"
"258","LG04364","1/26/2016","Lead","21","Copper","300","5701","SUBURBAN CT","FLINT","48505",21,300,"5701 SUBURBAN CT, Flint MI, 48505",-83.7127892,43.064947,"5701 suburban ct, flint, mi 48505, usa"
"259","LG04571","1/26/2016","Lead","21","Copper","150","1105","BARRIE AVE","FLINT","48507",21,150,"1105 BARRIE AVE, Flint MI, 48507",-83.694934,42.994421,"1105 barrie ave, flint, mi 48507, usa"
"260","LF84316","9/23/2015","Lead","20","Copper","130","1614","WOODLAWN PARK DR","FLINT","48503",20,130,"1614 WOODLAWN PARK DR, Flint MI, 48503",-83.67111,43.012061,"1614 woodlawn park dr, flint, mi 48503, usa"
"261","LF87416","10/13/2015","Lead","20","Copper","210","3405","WESTWOOD PKY","FLINT","",20,210,"3405 WESTWOOD PKY, Flint MI, ",-83.729501,42.990839,"3405 westwood pkwy, flint, mi 48503, usa"
"262","LG01409","1/21/2016","Lead","20","Copper","70","1517","BRADLEY AVE","FLINT","48503",20,70,"1517 BRADLEY AVE, Flint MI, 48503",-83.720955,42.999507,"1517 bradley ave, flint, mi 48503, usa"
"263","LG02104","1/21/2016","Lead","20","Copper","110","3021","LANNING DR","FLINT","48506",20,110,"3021 LANNING DR, Flint MI, 48506",-83.628502,43.0480159,"3021 lanning dr, flint, mi 48506, usa"
"264","LG02205","1/21/2016","Lead","20","Copper","100","2020","E 2ND ST","FLINT","48503",20,100,"2020 E 2ND ST, Flint MI, 48503",-83.663312,43.021684,"2020 e 2nd st, flint, mi 48503, usa"
"265","LG02736","1/23/2016","Lead","20","Copper","330","1422","OKLAHOMA AVE","FLINT","48505",20,330,"1422 OKLAHOMA AVE, Flint MI, 48505",-83.673851,43.041962,"1422 oklahoma ave, flint, mi 48506, usa"
"266","LG02950","1/23/2016","Lead","20","Copper","0","513","W MCCLELLAN","FLINT","48505",20,0,"513 W MCCLELLAN, Flint MI, 48505",-83.711649,43.04361,"513 w mcclellan st, flint, mi 48505, usa"
"267","LG04512","1/26/2016","Lead","20","Copper","180","738","W ATHERTON RD APT #1","FLINT","48507",20,180,"738 W ATHERTON RD APT #1, Flint MI, 48507",-83.687493,42.989005,"738 w atherton rd, flint, mi 48507, usa"
"268","LG05972","1/29/2016","Lead","20","Copper","0","1714","W DARTMOUTH ST","FLINT","",20,0,"1714 W DARTMOUTH ST, Flint MI, ",-83.725261,43.042374,"1714 w dartmouth st, flint, mi 48504, usa"
"269","LF85329","9/29/2015","Lead","19","Copper","1,220","","JOHN VIANNEY CATHOLIC SCHOOL","FLINT","",19,1220," JOHN VIANNEY CATHOLIC SCHOOL, Flint MI, ",-83.6874562,43.0125274,"flint, mi, usa"
"270","LF87390","10/13/2015","Lead","19","Copper","70","3613","LEITH ST","FLINT","48506",19,70,"3613 LEITH ST, Flint MI, 48506",-83.641181,43.0432569,"3613 leith st, flint, mi 48506, usa"
"271","LG00621","1/19/2016","Lead","19","Copper","150","4210","COGGINS AVE","FLINT","48506",19,150,"4210 COGGINS AVE, Flint MI, 48506",-83.651372,43.05319,"4210 coggins ave, flint, mi 48506, usa"
"272","LG01791","1/21/2016","Lead","19","Copper","80","1427","DURAND ST","FLINT","48503",19,80,"1427 DURAND ST, Flint MI, 48503",-83.713104,43.002773,"1427 durand st, flint, mi 48503, usa"
"273","LG02156","1/21/2016","Lead","19","Copper","90","2701","M L KING AVE","FLINT","48505",19,90,"2701 M L KING AVE, Flint MI, 48505",-83.704909,43.041027,"2701 martin luther king ave, flint, mi 48505, usa"
"274","LG02316","1/22/2016","Lead","19","Copper","80","1501","PETTI BONE","FLINT","48507",19,80,"1501 PETTI BONE, Flint MI, 48507",-83.699935,42.98953,"1501 pettibone ave, flint, mi 48507, usa"
"275","LG02342","1/22/2016","Lead","19","Copper","100","2753","MILLER RD","FLINT","48503",19,100,"2753 MILLER RD, Flint MI, 48503",-83.72138,42.997124,"2753 miller rd, flint, mi 48503, usa"
"276","LG02501","1/22/2016","Lead","19","Copper","200","703","MASON ST","FLINT","48503",19,200,"703 MASON ST, Flint MI, 48503",-83.69949,43.0205879,"703 mason st, flint, mi 48503, usa"
"277","LG02718","1/23/2016","Lead","19","Copper","70","1026","MAXINE ST","FLINT","48503",19,70,"1026 MAXINE ST, Flint MI, 48503",-83.6690239,43.016218,"1026 maxine st, flint, mi 48503, usa"
"278","LG02989","1/24/2016","Lead","19","Copper","190","2618","WINDEMERE AVE","FLINT","48503",19,190,"2618 WINDEMERE AVE, Flint MI, 48503",-83.656317,43.019634,"2618 windemere ave, flint, mi 48503, usa"
"279","LG03761","1/25/2016","Lead","19","Copper","0","222","EDMUND ST","FLINT","48505",19,0,"222 EDMUND ST, Flint MI, 48505",-83.701392,43.0501689,"222 edmund st, flint, mi 48505, usa"
"280","LG03767","1/25/2016","Lead","19","Copper","90","800","PIERSON STREET","FLINT","48503",19,90,"800 PIERSON STREET, Flint MI, 48503",-83.6809959,43.016456,"800 pierson st, flint, mi 48503, usa"
"281","LG03826","1/25/2016","Lead","19","Copper","990","2319","DAVISON RD","FLINT","48506",19,990,"2319 DAVISON RD, Flint MI, 48506",-83.6602783,43.0332503,"2319 davison rd, flint, mi 48506, usa"
"282","LG04371","1/26/2016","Lead","19","Copper","220","3211","WESTWOOD PKWY","FLINT","48503",19,220,"3211 WESTWOOD PKWY, Flint MI, 48503",-83.726085,42.991452,"3211 westwood pkwy, flint, mi 48503, usa"
"283","LG05021","1/27/2016","Lead","19","Copper","150","3301","MILLER RD","FLINT","48503",19,150,"3301 MILLER RD, Flint MI, 48503",-83.728287,42.994028,"3301 miller rd, flint, mi 48503, usa"
"284","LG05147","1/27/2016","Lead","19","Copper","70","2626","LANDON ST","FLINT","48504",19,70,"2626 LANDON ST, Flint MI, 48504",-83.725266,43.04055,"2626 landon st, flint, mi 48504, usa"
"285","LG05303","1/27/2016","Lead","19","Copper","180","217","W TAYLOR ST","FLINT","48505",19,180,"217 W TAYLOR ST, Flint MI, 48505",-83.7070899,43.04061,"217 w taylor st, flint, mi 48505, usa"
"286","LF85935","10/2/2015","Lead","18","Copper","290","2708","CRESTWOOD DR","FLINT","48503",18,290,"2708 CRESTWOOD DR, Flint MI, 48503",-83.725145,43.00963,"2708 crestwood dr, flint, mi 48503, usa"
"287","LF93575","11/24/2015","Lead","18","Copper","0","428","CRAPO","FLINT","",18,0,"428 CRAPO, Flint MI, ",-83.680185,43.02084,"428 crapo st, flint, mi 48503, usa"
"288","LG01016","1/20/2016","Lead","18","Copper","200","6513","CECIL DR","FLINT","48505",18,200,"6513 CECIL DR, Flint MI, 48505",-83.6704139,43.071249,"6513 cecil dr, flint, mi 48505, usa"
"289","LG01595","1/21/2016","Lead","18","Copper","610","2630","PROCTOR","FLINT","48504",18,610,"2630 PROCTOR, Flint MI, 48504",-83.717866,43.041106,"2630 proctor st, flint, mi 48504, usa"
"290","LG01659","1/21/2016","Lead","18","Copper","160","4105","LAWNDALE AVE","FLINT","48504",18,160,"4105 LAWNDALE AVE, Flint MI, 48504",-83.719829,43.052041,"4105 lawndale ave, flint, mi 48504, usa"
"291","LG01740","1/21/2016","Lead","18","Copper","220","911","DUPONT ST","FLINT","48504",18,220,"911 DUPONT ST, Flint MI, 48504",-83.714258,43.0174779,"911 dupont st, flint, mi 48504, usa"
"292","LG02093","1/21/2016","Lead","18","Copper","70","2441","NORBERT ST","FLINT","48504",18,70,"2441 NORBERT ST, Flint MI, 48504",-83.724948,43.017427,"2441 norbert st, flint, mi 48504, usa"
"293","LG02604","1/22/2016","Lead","18","Copper","0","128","E. JACKSON AVE","FLINT","48505",18,0,"128 E. JACKSON AVE, Flint MI, 48505",-83.703207,43.041418,"128 e jackson ave, flint, mi 48505, usa"
"294","LG03113","1/24/2016","Lead","18","Copper","70","2520","E COURT ST","FLINT","48503",18,70,"2520 E COURT ST, Flint MI, 48503",-83.65698,43.018149,"2520 e court st, flint, mi 48503, usa"
"295","LG03561","1/25/2016","Lead","18","Copper","100","1100","STOCKTON ST","FLINT","48503",18,100,"1100 STOCKTON ST, Flint MI, 48503",-83.692359,43.007793,"1100 stockton st, flint, mi 48503, usa"
"296","LG04087","1/26/2016","Lead","18","Copper","110","929","WOODLAWN PARK DR","FLINT","48503",18,110,"929 WOODLAWN PARK DR, Flint MI, 48503",-83.672561,43.0172,"929 woodlawn park dr, flint, mi 48503, usa"
"297","LG04356","1/26/2016","Lead","18","Copper","0","510","W. PHILADELPHA BLVD","FLINT","48505",18,0,"510 W. PHILADELPHA BLVD, Flint MI, 48505",-83.710268,43.058933,"510 w philadelphia blvd, flint, mi 48505, usa"
"298","LG04395","1/26/2016","Lead","18","Copper","0","3102","MONTANA AVE","FLINT","48506",18,0,"3102 MONTANA AVE, Flint MI, 48506",-83.650293,43.043971,"3102 montana ave, flint, mi 48506, usa"
"299","LG05210","1/27/2016","Lead","18","Copper","0","1141","MACKIN RD","FLINT","48503",18,0,"1141 MACKIN RD, Flint MI, 48503",-83.707967,43.022744,"1141 mackin rd, flint, mi 48503, usa"
"300","LG05519","1/28/2016","Lead","18","Copper","80","4007","MANNHALL AVE","FLINT","",18,80,"4007 MANNHALL AVE, Flint MI, ",-83.738736,43.005116,"4007 mann hall ave, flint, mi 48532, usa"
"301","LG05970","1/29/2016","Lead","18","Copper","100","1656","DAVISON RD","FLINT","48506",18,100,"1656 DAVISON RD, Flint MI, 48506",-83.668151,43.032857,"1656 davison rd, flint, mi 48506, usa"
"302","LG06119","1/29/2016","Lead","18","Copper","120","331","WESTCOMBE AVE","FLINT","48503",18,120,"331 WESTCOMBE AVE, Flint MI, 48503",-83.7274429,43.01239,"331 westcombe ave, flint, mi 48503, usa"
"303","LG06197","1/29/2016","Lead","18","Copper","60","144","BRUCE ST","FLINT","",18,60,"144 BRUCE ST, Flint MI, ",-83.675898,42.999472,"144 bruce st, flint, mi 48503, usa"
"304","LF87366","10/13/2015","Lead","17","Copper","1,380","3200","ROBERT T LONGWAY #2","FLINT","48506",17,1380,"3200 ROBERT T LONGWAY #2, Flint MI, 48506",-83.6480907,43.0251282,"3200 robert t longway blvd, flint, mi 48506, usa"
"305","LF87396","10/13/2015","Lead","17","Copper","170","2001","N CENTER RD","FLINT","48506",17,170,"2001 N CENTER RD, Flint MI, 48506",-83.636143,43.034411,"2001 n center rd, flint, mi 48506, usa"
"306","LF95908","12/10/2015","Lead","17","Copper","0","2030","FERRIS AVE","FLINT","48503",17,0,"2030 FERRIS AVE, Flint MI, 48503",-83.6731779,43.004553,"2030 ferris ave, flint, mi 48503, usa"
"307","LF97938","12/29/2015","Lead","17","Copper","1,530","1201","N GRAND TRAVERSE","FLINT","48503",17,1530,"1201 N GRAND TRAVERSE, Flint MI, 48503",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"308","LG00487","1/19/2016","Lead","17","Copper","0","629","MCKINLEY","FLINT","48507",17,0,"629 MCKINLEY, Flint MI, 48507",-83.661754,42.986057,"629 mckinley ave, flint, mi 48507, usa"
"309","LG01483","1/21/2016","Lead","17","Copper","0","3123","FOREST HILL AVE","FLINT","48504",17,0,"3123 FOREST HILL AVE, Flint MI, 48504",-83.721704,43.044582,"3123 forest hill ave, flint, mi 48504, usa"
"310","LG01964","1/21/2016","Lead","17","Copper","270","2810","PARKSIDE DRIVE","FLINT","48503",17,270,"2810 PARKSIDE DRIVE, Flint MI, 48503",-83.7200979,42.993243,"2810 parkside dr, flint, mi 48503, usa"
"311","LG02119","1/21/2016","Lead","17","Copper","0","962","STOCKER","FLINT","48503",17,0,"962 STOCKER, Flint MI, 48503",-83.729662,43.004862,"962 stocker ave, flint, mi 48503, usa"
"312","LG02213","1/21/2016","Lead","17","Copper","0","1023","LELAND STREET","FLINT","48507",17,0,"1023 LELAND STREET, Flint MI, 48507",-83.6939262,42.9868358,"1023 leland st, flint, mi 48507, usa"
"313","LG02595","1/22/2016","Lead","17","Copper","90","3201","TRUMBULL AVE","FLINT","48504",17,90,"3201 TRUMBULL AVE, Flint MI, 48504",-83.724641,43.044754,"3201 trumbull dr, flint, mi 48504, usa"
"314","LG02858","1/23/2016","Lead","17","Copper","0","135","COMMONWEALTH","FLINT","48503",17,0,"135 COMMONWEALTH, Flint MI, 48503",-83.656066,43.024212,"135 commonwealth ave, flint, mi 48503, usa"
"315","LG03678","1/25/2016","Lead","17","Copper","0","209","W EDDIGTON AVE","FLINT","48503",17,0,"209 W EDDIGTON AVE, Flint MI, 48503",-83.679152,42.99515,"209 w eddington ave, flint, mi 48503, usa"
"316","LG04121","1/26/2016","Lead","17","Copper","0","116","E MOORE ST","FLINT","48505",17,0,"116 E MOORE ST, Flint MI, 48505",-83.7040339,43.053039,"116 e moore st, flint, mi 48505, usa"
"317","LG04239","1/26/2016","Lead","17","Copper","0","2601","BROOKSIDE DR","FLINT","48503",17,0,"2601 BROOKSIDE DR, Flint MI, 48503",-83.656966,43.016911,"2601 brookside dr, flint, mi 48503, usa"
"318","LG04347","1/26/2016","Lead","17","Copper","0","4309","CUTHBERTSON ST","FLINT","48507",17,0,"4309 CUTHBERTSON ST, Flint MI, 48507",-83.680124,42.98485,"4309 cuthbertson st, flint, mi 48507, usa"
"319","LG05032","1/27/2016","Lead","17","Copper","480","920","BELMONT AVE","FLINT","48503",17,480,"920 BELMONT AVE, Flint MI, 48503",-83.673277,43.0131469,"920 belmont ave, flint, mi 48503, usa"
"320","LG06367","1/30/2016","Lead","17","Copper","0","3824","ZIMMERMAN ST","FLINT","48532",17,0,"3824 ZIMMERMAN ST, Flint MI, 48532",-83.73626,43.006309,"3824 zimmerman st, flint, mi 48532, usa"
"321","LF86496","10/6/2015","Lead","16","Copper","70","3009","THOM ST","FLINT","48506",16,70,"3009 THOM ST, Flint MI, 48506",-83.651848,43.043685,"3009 thom st, flint, mi 48506, usa"
"322","LF87940","10/16/2015","Lead","16","Copper","60","205","W EDDINGTON AVE","FLINT","48503",16,60,"205 W EDDINGTON AVE, Flint MI, 48503",-83.678998,42.995153,"205 w eddington ave, flint, mi 48503, usa"
"323","LF89526","10/30/2015","Lead","16","Copper","0","2801","YALE ST","FLINT","48503",16,0,"2801 YALE ST, Flint MI, 48503",-83.722708,42.997471,"2801 yale st, flint, mi 48503, usa"
"324","LF97972","12/29/2015","Lead","16","Copper","160","2610","M L KING AVE","FLINT","48505",16,160,"2610 M L KING AVE, Flint MI, 48505",-83.70411,43.040496,"2610 martin luther king ave, flint, mi 48505, usa"
"325","LF99192","1/7/2016","Lead","16","Copper","0","1201","N GRAND TRAVERSE","FLINT","",16,0,"1201 N GRAND TRAVERSE, Flint MI, ",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"326","LG00008","1/15/2016","Lead","16","Copper","190","2610","M L KING AVE","FLINT","48505",16,190,"2610 M L KING AVE, Flint MI, 48505",-83.70411,43.040496,"2610 martin luther king ave, flint, mi 48505, usa"
"327","LG00868","1/20/2016","Lead","16","Copper","90","1410","BLUEBERRY LN","FLINT","48507",16,90,"1410 BLUEBERRY LN, Flint MI, 48507",-83.6987582,42.9861426,"1410 blueberry ln, flint, mi 48507, usa"
"328","LG01448","1/21/2016","Lead","16","Copper","70","1064","LAFAYETTE ST","FLINT","48503",16,70,"1064 LAFAYETTE ST, Flint MI, 48503",-83.664208,43.016338,"1064 lafayette st, flint, mi 48503, usa"
"329","LG01487","1/21/2016","Lead","16","Copper","0","3133","ARIZONA AVE","FLINT","48506",16,0,"3133 ARIZONA AVE, Flint MI, 48506",-83.648815,43.046624,"3133 arizona ave, flint, mi 48506, usa"
"330","LG01715","1/21/2016","Lead","16","Copper","240","4002","CUTHBERTSON ST","FLINT","48507",16,240,"4002 CUTHBERTSON ST, Flint MI, 48507",-83.6807315,42.9872302,"4002 cuthbertson st, flint, mi 48507, usa"
"331","LG02857","1/23/2016","Lead","16","Copper","100","1104","SOUTHLAWN AVE","FLINT","48507",16,100,"1104 SOUTHLAWN AVE, Flint MI, 48507",-83.656679,42.987502,"1104 southlawn ave, flint, mi 48507, usa"
"332","LG04761","1/27/2016","Lead","16","Copper","0","1608","LINCOLN DRIVE","FLINT","48503",16,0,"1608 LINCOLN DRIVE, Flint MI, 48503",-83.715523,42.999745,"1608 lincoln dr, flint, mi 48503, usa"
"333","LG05045","1/27/2016","Lead","16","Copper","160","520","S LYNCH ST","FLINT","48503",16,160,"520 S LYNCH ST, Flint MI, 48503",-83.659533,43.021205,"520 s lynch st, flint, mi 48503, usa"
"334","LG05475","1/28/2016","Lead","16","Copper","120","111","E STEWART AVE","FLINT","48505",16,120,"111 E STEWART AVE, Flint MI, 48505",-83.7042869,43.054421,"111 e stewart ave, flint, mi 48505, usa"
"335","LG05589","1/28/2016","Lead","16","Copper","220","803","STEVENS ST","FLINT","48502",16,220,"803 STEVENS ST, Flint MI, 48502",-83.684117,43.014863,"803 stevens st, flint, mi 48502, usa"
"336","LG06087","1/29/2016","Lead","16","Copper","100","5810","GRIGGS DR","FLINT","48504",16,100,"5810 GRIGGS DR, Flint MI, 48504",-83.726203,43.06593,"5810 griggs dr, flint, mi 48504, usa"
"337","LF86488","10/6/2015","Lead","15","Copper","0","1115","MASON ST","FLINT","48503",15,0,"1115 MASON ST, Flint MI, 48503",-83.702826,43.024516,"1115 mason st, flint, mi 48503, usa"
"338","LF88287","10/20/2015","Lead","15","Copper","0","1407","WELCH BLVD","FLINT","48504",15,0,"1407 WELCH BLVD, Flint MI, 48504",-83.722216,43.032826,"1407 welch blvd, flint, mi 48504, usa"
"339","LF97976","12/29/2015","Lead","15","Copper","210","2610","M L KING AVE","FLINT","48505",15,210,"2610 M L KING AVE, Flint MI, 48505",-83.70411,43.040496,"2610 martin luther king ave, flint, mi 48505, usa"
"340","LG01275","1/21/2016","Lead","15","Copper","510","315","MARQUETTE ST","FLINT","48504",15,510,"315 MARQUETTE ST, Flint MI, 48504",-83.7273079,43.017384,"315 marquette st, flint, mi 48504, usa"
"341","LG01707","1/21/2016","Lead","15","Copper","140","1725","KANSAS AVE","FLINT","48506",15,140,"1725 KANSAS AVE, Flint MI, 48506",-83.666545,43.026665,"1725 kansas ave, flint, mi 48506, usa"
"342","LG01719","1/21/2016","Lead","15","Copper","60","830","ALVORD AVE","FLINT","48507",15,60,"830 ALVORD AVE, Flint MI, 48507",-83.689067,42.986016,"830 alvord ave, flint, mi 48507, usa"
"343","LG02841","1/23/2016","Lead","15","Copper","70","2211","COLFAX AVE","FLINT","48503",15,70,"2211 COLFAX AVE, Flint MI, 48503",-83.712002,42.999301,"2211 colfax ave, flint, mi 48503, usa"
"344","LG04049","1/26/2016","Lead","15","Copper","80","1213","E GRACELAWN AVE","FLINT","48505",15,80,"1213 E GRACELAWN AVE, Flint MI, 48505",-83.680375,43.0664,"1213 e gracelawn ave, flint, mi 48505, usa"
"345","LG04120","1/26/2016","Lead","15","Copper","50","1213","BLANCHARD AVE","FLINT","48503",15,50,"1213 BLANCHARD AVE, Flint MI, 48503",-83.667029,43.014833,"1213 blanchard ave, flint, mi 48503, usa"
"346","LG04139","1/26/2016","Lead","15","Copper","70","","","FLINT","",15,70," , Flint MI, ",-83.6874562,43.0125274,"flint, mi, usa"
"347","LG04515","1/26/2016","Lead","15","Copper","90","2012","BRANCH RD","FLINT","48506",15,90,"2012 BRANCH RD, Flint MI, 48506",-83.648777,43.034103,"2012 branch rd, flint, mi 48506, usa"
"348","LG05740","1/28/2016","Lead","15","Copper","0","3807","BROWNELL BLVD","FLINT","48504",15,0,"3807 BROWNELL BLVD, Flint MI, 48504",-83.728067,43.049281,"3807 brownell blvd, flint, mi 48504, usa"
"349","LG06006","1/29/2016","Lead","15","Copper","60","2029","HOWARD AVE","FLINT","48503",15,60,"2029 HOWARD AVE, Flint MI, 48503",-83.6686409,43.004647,"2029 howard ave, flint, mi 48503, usa"
"350","LF87373","10/13/2015","Lead","14","Copper","230","1302","LINCOLN AVE","FLINT","48507",14,230,"1302 LINCOLN AVE, Flint MI, 48507",-83.697523,42.990706,"1302 lincoln ave, flint, mi 48507, usa"
"351","LF99150","1/7/2016","Lead","14","Copper","540","1617","NEOME DR","FLINT","",14,540,"1617 NEOME DR, Flint MI, ",-83.707239,43.029055,"1617 neome dr, flint, mi 48503, usa"
"352","LF99978","1/15/2016","Lead","14","Copper","0","715","PETTIBONE AVE","FLINT","48507",14,0,"715 PETTIBONE AVE, Flint MI, 48507",-83.686507,42.989987,"715 pettibone ave, flint, mi 48507, usa"
"353","LG00536","1/19/2016","Lead","14","Copper","110","433","E HEMPHILL RD","FLINT","48507",14,110,"433 E HEMPHILL RD, Flint MI, 48507",-83.666748,42.9820149,"433 hemphill rd, flint, mi 48507, usa"
"354","LG01235","1/21/2016","Lead","14","Copper","110","2401","CLEMENT ST","FLINT","48504",14,110,"2401 CLEMENT ST, Flint MI, 48504",-83.719977,43.028058,"2401 clement st, flint, mi 48504, usa"
"355","LG01284","1/21/2016","Lead","14","Copper","0","2029","BURR BLVD","FLINT","48503",14,0,"2029 BURR BLVD, Flint MI, 48503",-83.6635189,43.0047179,"2029 burr blvd, flint, mi 48503, usa"
"356","LG02114","1/21/2016","Lead","14","Copper","0","2416","NORBERT ST","FLINT","48504",14,0,"2416 NORBERT ST, Flint MI, 48504",-83.724269,43.017713,"2416 norbert st, flint, mi 48504, usa"
"357","LG02519","1/22/2016","Lead","14","Copper","140","3822","TWILIGHT DR","FLINT","48506",14,140,"3822 TWILIGHT DR, Flint MI, 48506",-83.648066,43.049402,"3822 twilight dr, flint, mi 48506, usa"
"358","LG02525","1/22/2016","Lead","14","Copper","100","1830","KELSO ST.","FLINT","48503",14,100,"1830 KELSO ST., Flint MI, 48503",-83.651456,43.008588,"1830 kelso st, flint, mi 48503, usa"
"359","LG02797","1/23/2016","Lead","14","Copper","0","2609","RASKOB ST","FLINT","",14,0,"2609 RASKOB ST, Flint MI, ",-83.72345,43.023608,"2609 raskob st, flint, mi 48504, usa"
"360","LG02803","1/23/2016","Lead","14","Copper","140","2105","ADAMS AVE","FLINT","48505",14,140,"2105 ADAMS AVE, Flint MI, 48505",-83.7035716,43.0352206,"2105 adams ave, flint, mi 48505, usa"
"361","LG03463","1/25/2016","Lead","14","Copper","130","4504","KEATS","FLINT","48507",14,130,"4504 KEATS, Flint MI, 48507",-83.669255,42.9831069,"4504 keats st, flint, mi 48507, usa"
"362","LG03472","1/25/2016","Lead","14","Copper","180","2017","SLOAN ST","FLINT","48504",14,180,"2017 SLOAN ST, Flint MI, 48504",-83.716759,43.020808,"2017 sloan st, flint, mi 48504, usa"
"363","LG04074","1/26/2016","Lead","14","Copper","120","3813","WHITNEY AVE","FLINT","48532",14,120,"3813 WHITNEY AVE, Flint MI, 48532",-83.736152,42.999593,"3813 whitney ave, flint, mi 48532, usa"
"364","LG04184","1/26/2016","Lead","14","Copper","220","136","W LAKEVIEW AVE","FLINT","48503",14,220,"136 W LAKEVIEW AVE, Flint MI, 48503",-83.6788569,42.993517,"136 w lakeview ave, flint, mi 48503, usa"
"365","LG04298","1/26/2016","Lead","14","Copper","160","1617","LINWOOD AVE","FLINT","48503",14,160,"1617 LINWOOD AVE, Flint MI, 48503",-83.667559,43.013834,"1617 linwood ave, flint, mi 48503, usa"
"366","LG04480","1/26/2016","Lead","14","Copper","180","3001","CHEGEYY AVE","FLINT","48507",14,180,"3001 CHEGEYY AVE, Flint MI, 48507",-83.7517851,42.9753551,"flint, mi 48507, usa"
"367","LG04518","1/26/2016","Lead","14","Copper","60","2309","CONCORD ST","FLINT","48504",14,60,"2309 CONCORD ST, Flint MI, 48504",-83.718514,43.028389,"2309 concord st, flint, mi 48504, usa"
"368","LG05026","1/27/2016","Lead","14","Copper","510","3900","HAMMERBERG RD #107","FLINT","48507",14,510,"3900 HAMMERBERG RD #107, Flint MI, 48507",-83.7039994,42.9873879,"3900 hammerberg rd, flint, mi 48507, usa"
"369","LG05181","1/27/2016","Lead","14","Copper","110","3217","MARYLAND AVE","FLINT","48506",14,110,"3217 MARYLAND AVE, Flint MI, 48506",-83.646874,43.04079,"3217 maryland ave, flint, mi 48506, usa"
"370","LG05245","1/27/2016","Lead","14","Copper","0","321","W WITHERBEE","FLINT","48503",14,0,"321 W WITHERBEE, Flint MI, 48503",-83.7087619,43.035132,"321 w witherbee st, flint, mi 48503, usa"
